_id,市区,平均价格
61d518398180a5b59808c459,开发区,96.06
61d5183a8180a5b59808c45e,沙河口,131.25
61d5183a8180a5b59808c463,高新园区,195.92
61d5183a8180a5b59808c468,金州,74.82
61d5183a8180a5b59808c46d,甘井子,132.89
61d5183a8180a5b59808c472,普兰店,42.64
61d5183a8180a5b59808c477,旅顺口,69.98
61d5183a8180a5b59808c47c,中山,182.63
61d5183a8180a5b59808c481,瓦房店,65.05
61d5183a8180a5b59808c486,西岗,127.11
